Reward
-99.46996273972081
-102.24017602877629
-101.39645074982668
-115.5015934542225
-122.42659077221303
-106.35847529967684
-114.32485739702223
-102.79011325765997
-135.48712197769092
-101.73235572549228
-115.91345284123197
-106.24465606385768
-124.76048521151246
-114.69829777100595
-107.51909199667138
-109.50546140134658
-100.89646593487846
-103.82844483947083
-103.58876383818797
-96.19276658735797
-104.29566623534957
-111.26586957789253
-102.62391665291835
-103.29793357242346
-190.54475633016597
-103.1609793140086
-106.56422161371111
-101.27185373369021
-114.6567807738468
-195.6476329030724
-113.8940889575844
-111.76486106168578
-111.71100846132235
-120.59242746827366
-113.60726373003685
-127.09549667799882
-112.02097594620251
-124.21490954082012
-115.06518370835137
-115.06682421340147
-117.41485851791379
-112.13159897612222
-115.66545166585011
-123.41951285865429
-123.16524811013888
-115.96760285189015
-113.21296403141767
-104.1408791375616
-123.86018413537803
-108.4421287046692
-118.06041618874792
-101.42276090827473
-108.53782851133508
-165.98837574075293
-123.57441775702137
-102.90288159216655
-123.33198571007212
-103.48186609103244
-108.94165570482699
-113.72488173834594
-136.96425375116107
-125.92881539907776
-118.79797706551787
-135.36447705078422
-132.3761078812834
-186.8549394697785
-110.90195982518482
-111.08980977918218
-111.03817007755451
-126.59923560108119
-112.31588825905509
-118.95917096126266
-120.73808150635412
-108.99249624364823
-108.13763113004939
-141.6991935992191
-107.55808604188314
-145.95492109094653
-121.66687335582003
-126.36938847005342
-113.69338311612805
-110.0162621922231
-109.86561003544615
-145.69639162240895
-135.80227983659293
-112.38390102019173
-105.41765794314196
-121.47990140384485
-112.69912025184655
-127.70735674126323
-113.01073617139372
-117.74564175239317
-142.5457643026533
-114.57280449289331
-109.83890451237149
-119.71668403716893
-112.06874145052446
-113.72238576182052
-114.85631904939277
-114.18449589960665
-119.6638046834444
-122.49279529367374
-119.04256804146718
-119.90514424635295
-137.73831001820267
-117.27607448693763
-114.26620808953979
-122.53826765303734
-120.10798870296404
-122.50353227823885
-129.7917232975446
-119.62009645729053
-118.87437590642831
-124.01760447410369
-136.2640803827339
-117.56935162013423
-141.35423338776835
-127.92203814545991
-128.8159507412569
-128.06774725343595
-114.0633797709773
-122.50967739062298
-112.49463020212166
-106.51738275533481
-106.71666866654407
-107.84398972907836
-112.91121911426634
-109.75135565573981
-109.59085154521416
-109.9526246063009
-126.84356762351531
-112.85264793463871
-111.08097939149513
-107.02335441908674
-118.74384303824989
-112.19371282859098
-115.39672428332517
-115.28072781264733
-116.31257004753736
-109.43782868426928
-119.02515965120023
-109.26761280682648
-117.39363248842471
-137.6756615179058
-112.16090103333232
-115.42079420449821
-114.22469812757521
-114.00497528635512
-116.93523760901553
-115.29480467449415
-119.68762204862138
-110.50764691937194
-108.34298914909114
-112.51874849167292
-113.56538298431559
-112.53105262421022
-112.51006202863057
-123.40744682499577
-124.8730393639244
-118.08530321069074
-115.09592030477685
-115.30218233857204
-108.51000487908684
-114.36232768003507
-110.81918020650882
-109.15753792354167
-114.70755762499994
-117.45175337701428
-113.85388399404498
-116.87965913723558
-112.61450954092952
-111.7421139740015
-112.70772857594949
-110.89150136438782
-109.14223203864458
-126.11350770334823
-115.52925317900218
-105.83333712186962
-120.37851778536078
-108.98473644152384
-121.40128089112974
-108.43160888181937
-112.46041585744632
-116.39699821341844
-114.59817762837721
-123.3148114439105
-110.06083201293734
-111.37300157555069
-108.43008090063148
-110.94327203104037
-108.44405038291303
-115.36226288710957
-114.64267356987459
-107.67342495796792
-120.77045563721545
-112.66836035559872
-104.6684330028899
-116.46485756495967
-105.26821974290945
-110.33302758861085
-100.30538607969123
-107.19931135923254
-106.82816982057827
-110.1488883086192
-105.22460454780372
-109.96444458673261
-119.42824143078352
-114.65430623768381
-113.87181716365168
-114.1128855934143
-115.54434348094576
-108.19980277285289
-116.5495185546536
-107.530266524107
-108.0216259678072
-109.92303897219239
-112.37944155804601
-128.62809380567222
-105.35788034723787
-116.00189172149251
-99.62597976379494
-125.3658911408746
-136.2434969870859
-117.09645073630722
-114.23488287392544
-108.54073954831027
-110.44607689110153
-104.83350694832131
-123.3435358714753
-117.351360629057
-113.93036577340861
-113.2604856924329
-104.65497302523504
-100.87277255644526
-131.51367128902476
-113.63582132820997
-117.20113854612795
-104.45987327324512
-121.8234094539543
-114.08136442304776
-129.3365369042383
-139.75362595238175
-103.56642489186177
-115.52176380518985
-118.28777564831077
-125.75076764225153
-135.92768685730076
-110.51614795136203
-107.98245687879275
-117.03853611809537
-125.3457454702191
-125.45878047043942
-101.85894285010832
-106.80768520105866
-128.43867358038412
-124.78007805701631
-121.98781087304178
-118.84273047248249
-152.96602428543144
-125.7668206903213
-116.09119182765757
-106.24103075375805
-115.82145707094557
-114.24703070538267
-105.53811494084312
-115.81329562978944
-141.76066494241084
-131.1706785295155
-111.05228112991551
-119.65499301601486
-125.18678920116423
-116.97150954910902
-125.0020517495406
-107.78627571210713
-106.42394257409474
-112.47896659907178
-118.28495839378635
-135.04267250062887
-110.19437109736478
-109.24228874388959
-116.12829931786393
-105.10250807658782
-129.1438462982647
-120.07454154831927
-116.87190204661414
-113.69481165528967
-119.03705756433777
-111.33079409263979
-110.305544063869
-125.46310287444392
-104.34882964431482
-106.47334100256352
-104.33114466750261
-97.36980824844018
-103.76082005846513
-107.77969463631511
-107.24844394882554
-113.92804880132799
-111.1681156532706
-139.27117975967454
-103.86941006531579
-112.80552825821091
-123.04586674208863
-103.36709073076707
-106.39938231357324
-136.77093466017217
-109.9130242256197
-106.47991021463784
-97.06651450880443
-105.25984919964212
-112.5002232682511
-108.13756077080144
-106.69100315575054
-116.19076694814004
-133.06759714385555
-112.79214708837122
-107.688635017285
-132.96405435373336
-124.09562129553133
-99.75901671748993
-134.39350797935276
-105.29987999910364
-114.00023292527658
-119.92304084348157
-109.37963499272229
-115.02404836875039
-110.59619204119107
-127.56796443944958
-103.8936805633237
-115.58555446422073
-150.0094074706204
-113.7426097384947
-134.91955179552647
-99.54311231923836
-120.83537721204013
-108.81153571471647
-102.20845996395524
-105.60028963484478
-107.41230873061282
-101.88434060716591
-100.11442810210796
-105.96375195097886
-108.6954820921667
-116.70705867920803
-119.78376796443897
-119.03299137636758
-115.64296043295313
-119.83852073309
-106.46009848051393
-118.26806099957066
-109.02227973206652
-111.94054437245887
-132.15789754734908
-114.09765509162334
-105.13749032701887
-101.80324477038917
-100.02398575535938
-119.19031080782452
-105.94159914681725
-98.25222304989347
-107.22826173886358
-117.9422338957229
-126.21713635671226
-98.82431388251459
-102.4841420561197
-106.94218036039943
-122.08464057111132
-100.89923456614254
-108.86715451293638
-124.85604078759314
-100.74750962498672
-99.81757406409879
-102.21012507130838
-113.99870440889858
-128.28643745523556
-108.03013180360297
-114.26898499083632
-145.29259235779494
-103.13228674948961
-107.9112117729716
-123.28813807221773
-100.68225231025095
-127.81730374509097
-90.84302526045443
-113.61568265113408
-102.33822724420453
-222.25512767899693
-100.25236438355633
-112.1543798348731
-131.24874205421023
-108.49644685998621
-102.78595193167142
-138.27906329197845
-106.63421205131212
-127.40517897506041
-118.19820379719737
-101.88228335100922
-109.00006596947027
-113.72942611813446
-105.24701679146222
-110.13274848915462
-119.85915936488459
-113.68612127474
-112.87296304469245
-113.10739328043785
-102.00412490313029
-112.6053336794169
-92.68146492802973
-97.91716204079353
-93.85238531781349
-100.61115215333302
-109.80271875444058
-103.86899261641167
-101.94625968396552
-112.82783542590836
-113.95877864843706
-94.97848106114219
-104.82315516478097
-99.32591929938285
-95.39378029075928
-83.88583478707604
-93.48200718148887
-95.90873286393864
-134.27164926000182
-81.69396764009979
-65.67889439043373
-122.78068049670297
-108.37657096445946
-71.95223381418292
-105.1320318069283
-84.22839502234147
-68.93110094395813
-76.49032182124827
-65.9767537686464
-86.38267497213468
-112.67409763770264
-68.91964708147682
-75.67147304888178
-82.67439277996459
-83.82423990317099
-74.15347387628708
-85.53744637476694
-85.85394433032404
-76.93367983695953
-77.35272557606551
-79.6716825103186
-92.25954195192075
-72.5881650065377
-84.52644968238768
-76.87148403262643
-86.66247375166763
-92.95826901879484
-84.40660268222815
-79.51565751008503
-112.59390913190867
-82.00670822406147
-83.48495708183586
-74.49659476376239
-115.7494158282383
-72.57791622009216
-82.88738496271093
-86.2782904855966
-79.52145203753365
-78.55652332088466
-90.3474769884844
-78.41164732695697
-99.78086686649598
-105.30892810881531
-98.8225335378776
-112.3098486792864
-97.74321307744427
-75.50922906980394
-85.87361269209194
-79.47034568375793
-101.40081574814253
-77.92920325452127
-75.34886550787601
-87.80447734039936
-80.21598933902663
-87.32137229401826
-90.77958089490569
-88.70913113869888
-81.51283740376489
-90.07333605785828
-85.05889861702565
-79.94771749129299
-79.55134328209891
-88.8937275003052
-105.58021857046437
-92.64356191976391
-81.98514893372928
-102.65016168206434
-121.23373452954354
-89.20959737591188
-76.8153306616493
-80.04193899054927
-88.8841432492879
-86.40084541672746
-64.36268505506945
-93.76069534381386
-83.02371843080148
-76.7330893816956
-82.26109640581137
-131.47305541849272
-124.06405912067417
-73.9851259849626
-76.05806711229383
-47.508450014126765
-63.31316334324264
-69.88220591084112
-53.93976765964353
-45.31962538545465
-57.96691476139303
-63.742674170183626
-51.87313085435785
-34.574041898699335
-56.77554598360316
-52.671909057951716
-55.54369374364861
-43.070663691126
-65.92560069525202
-42.423051519920826
-115.20807542127791
-111.55461959061185
-104.27645100390538
-11.131093454178789
-108.75319991935902
-52.46763109085797
-34.877615377872424
-47.609068751346356
-66.14257249789912
-43.203393217527974
-33.12892488987803
-44.815689201360435
-50.07468801418102
-33.82470304806683
-36.6260544553629
-12.378357918518033
18.131366547970483
10.803247029129095
9.187572188294705
-9.819676100082297
-1.9238892539290426
24.820706355710588
9.669470066682404
14.996149671814234
11.287564495416362
-51.81026216156686
36.905265412367285
60.23168862287493
39.876684804080426
68.08933807062141
15.395658121865885
54.71314049010242
53.396647696664076
37.1827987378527
-8.795868854518588
44.23973029007719
69.14347566532916
78.61095230216382
61.5012584582624
63.49077239054448
-116.33258753788051
91.5038588296426
75.6157978284984
60.575477134162185
87.07820762382734
104.2218463001501
20.906125524390827
53.71393760459492
99.60840736357648
74.81356396139658
70.6126021245417
82.20592608307413
104.91848906335525
125.54033805286613
100.60660757429869
104.42405864698351
131.92167367228066
